cook-time,cuisine,diet,difficulty,directions,dish-name,ingredients,link,description,picture,prep-time,rating
15 mins,thai,no info, Easy ,"Cook the noodles following pack instructions. Refresh in cold water and drain well.
Put the stock in a large saucepan and stir in the curry paste, lime leaves, fish sauce and 250ml cold water. Bring to a simmer and cook for 5 mins.
Cut the fish into roughly 3cm cubes and add to the pan. Return to a simmer, then cook for 2 mins uncovered.
Stir in the noodles, prawns and pak choi, and simmer for 2-3 mins or until the fish and prawns are just cooked. Serve in bowls scattered with coriander.",Thai-style fish broth with greens,"['100g brown rice noodle', '500ml chicken or fish stock', '1 tbsp Thai red curry paste', '4 dried or fresh kaffir lime leaves', '1 tbsp fish sauce', '200g skinless sustainable white fish, such as pollock', '100g raw king prawn', '2 pak choi, leaves separated', 'handful coriander leaves']",https://www.bbcgoodfood.com/recipes/2141645/thaistyle-fish-broth-with-greens,"A ramen-style noodle soup with sustainable pollock, prawns and healthy vegetables - a low-fat, low-calorie bowl",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--967464_10.jpg?itok=xkPfbcsb,10 mins,4
2 hrs,thai,['Vegetarian'], A challenge ,"Heat oven to 160C/140C fan/gas 3. To make the nam prik, place the tomatoes, cut-side up, on a baking sheet. Drizzle with 1 tbsp of the olive oil, season, then roast for 1½-2 hrs until semi-dried. Remove from the oven, let cool, then tip into a food processor with the remaining ingredients and blitz to a medium purée.
Cook the quinoa in a pan of boiling salted water following pack instructions. Tip into a bowl and set aside to cool. Cook the peas for 1 min in boiling water, then drain and run under cold water for a few mins. Drain thoroughly, tip into a food processor and pulse to a chunky purée. Add this to the cooled quinoa along with the feta, mint, spring onions and lemon zest and juice. Mix well to combine and season to taste, adding more lemon juice if required.
Lay a sheet of filo in front of you, keeping the remainder covered under a damp tea towel. Cut the filo in half across the width to make 2 squares. With one corner pointing towards you (so you are looking at a diamond shape rather than a square), spoon 2 tbsp of the filling just below the centre line and shape into a log. Brush the pastry edges with egg, then fold in the 2 side corners. Keeping your fingers on the corners, bring the bottom corner up over the filling towards the centre, then roll up tightly towards the top corner. It’s important to roll as tightly as possible, so the spring rolls cook evenly. Repeat with the remaining filo sheets and filling.
Heat about 3cm sunflower oil in a large pan or wok and fry the spring rolls, in batches, for 2-3 mins or until golden brown. Remove with a slotted spoon and drain on kitchen paper. Transfer the spring rolls to a plate and serve with the nam prik.","Pea, feta & quinoa spring rolls with roast tomato nam prik","['50g quinoa', '200g frozen petits pois', '85g feta cheese, crumbled', 'small bunch mint leaves, chopped', '3 spring onions, finely chopped', 'zest and juice 1 lemon', '6 sheets filo pastry (270g pack)', '1 egg, beaten', 'sunflower oil, for frying', '6 large tomatoes, halved', '4 tbsp extra-virgin olive oil', '1 garlic clove, chopped', '½ red chilli, chopped', '2 tsp grated ginger', '½ bunch coriander including stalks, roughly chopped', '¼ bunch mint leaves, roughly chopped', '1 tbsp lime juice', '1 tbsp tamarind paste', '1 tsp palm sugar']",https://www.bbcgoodfood.com/recipes/2137647/pea-feta-and-quinoa-spring-rolls-with-roast-tomato,Serve up these vegetarian filo pastry canapés with nam prik - a Thai chilli paste that we've mixed with oven-roasted tomatoes to make a dipping sauce,//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--957468_10.jpg?itok=bTr73o0E,40 mins,5
30 mins,thai,no info, Easy ,"Heat oven to 200C/180C fan/gas 6. Dissolve the creamed coconut with 3 tbsp boiling water and mix to a smooth paste. Stir in the sugar, fish sauce and curry paste.
Place a large piece of baking parchment on a baking sheet. Arrange the sweet potato and pepper in the middle of the paper, clearing a space in the centre. Lay the chicken breast in the space and pour over the sauce. Fold over the top edges of the parchment to form a seal and scrunch up the ends like a sweet wrapper.
Cook in the oven for 25-30 mins or until the chicken is cooked through and the vegetables are tender. Sit the parcel on a dinner plate or shallow bowl and carefully open. Sprinkle with coriander and squeeze over some lime juice, to taste.",Thai-style chicken & sweet potato parcels,"['25g creamed coconut (from a block)', '2 tsp soft brown sugar', '1 tsp fish sauce', '2 tsp Thai green curry paste', '½ sweet potato, peeled and cut into small cubes', '1 small red pepper, deseeded and cut into small cubes', '1 skinless chicken breast', 'handful coriander leaves and a few lime wedges, to serve']",https://www.bbcgoodfood.com/recipes/2121672/thaistyle-chicken-and-sweet-potato-parcels,An individual parchment-wrapped chicken dish flavoured with Asian spices and creamy coconut,//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--950613_10.jpg?itok=ZmI7jD4C,10 mins,5
20 mins,thai,"['Vegetarian', 'Vegan']", Easy ,"Fry the onion, lemongrass and most of the chilli in a large pan with a splash of water for 2-3 mins until softened – add more water if it starts to catch. Tip in the squash and stir. Cover with 1 litre water, bring to the boil and simmer for 15 mins until the squash is tender. Add lime juice, remove from the heat and blitz with a hand blender until smooth.
Pour in the coconut milk, season, then return to the heat to gently warm through. Ladle into bowls and serve with coriander and the remaining chilli.",Thai squash soup,"['1 onion, chopped', '1 lemongrass stalk, bashed and shredded', '1-2 red chillies, roughly chopped', '1kg butternut squash, peeled and diced', 'juice 1 lime', '125ml coconut milk', 'small bunch coriander, leaves picked']",https://www.bbcgoodfood.com/recipes/2053643/thai-squash-soup,Up your vegetable intake with this fragrant pumpkin soup spiced with Asian flavours,//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--929460_11.jpg?itok=6JBqPSm1,15 mins,4
8 hrs,thai,['Freezable'], Easy ,"Heat a little of the oil in a large pan and brown the beef in batches, removing to a plate after, reserving any juices. If your slow cooker has a browning function, use this instead. Meanwhile, in a mini chopper or food processor, whizz half the coriander, the chopped lemongrass, garlic, chillies and galangal with the rest of the oil until you have a rough paste.
Turn the slow cooker to High. Heat the paste for a few mins, then add the beef and all the remaining ingredients, apart from the remaining coriander and lime juice. Turn slow cooker to Low and cook for 8 hrs, or until the meat is falling off the bone.
If using beef ribs, remove bones from the beef, then shred the meat with 2 forks. If the sauce is too thin, strain it off and boil it to reduce. Stir in the remaining coriander and lime juice, then season with more fish sauce or sugar.",Thai beef curry,"['2-3 tbsp groundnut oil', '2kg beef short ribs (bone-in ribs left whole), or brisket, cut into large chunks', 'large bunch coriander', '2 lemongrass stalks, 1 bashed, 1 roughly chopped', '3 garlic cloves, chopped', '1-2 green chillies, roughly chopped, deseeded if you like', '2cm-piece galangal or ginger, peeled and chopped', '50ml rice wine vinegar', '50ml fish sauce', '2 tbsp palm or light brown sugar', '400g can coconut milk', '2 star anise', '6 kaffir lime leaves', 'juice 2 limes, plus wedges to serve']",https://www.bbcgoodfood.com/recipes/1977653/thai-beef-curry,"A spicy, authentic Thai green curry for your slow cooker that's ideal for taking the last-minute stress out of entertaining",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/user-collections/my-colelction-image/2015/12/recipe-image-legacy-id--908463_10.jpg?itok=82S7uB5i,20 mins,4
10 mins,thai,['Healthy'], Easy ,"Heat the grill to Medium. Put the turkey in a food processor and pulse until minced. Add the lemongrass, garlic and lime zest, and half the soy sauce, coriander and chilli, then pulse again until combined. Tip the mix into a bowl and add some black pepper. Shape into 8 patties, then transfer to a non-stick baking tray and grill for 3-4 mins each side, until cooked through.
Meanwhile, soak the noodles following pack instructions, then drain and add the vegetables, the remaining soy sauce and the lime juice. Toss well, divide between plates and sprinkle with the remaining coriander and chilli. Serve with the turkey patties and some sweet chilli sauce for dipping, if you like.",Thai spiced turkey patties with noodle salad,"['400g turkey breast or fillet, roughly chopped', '1 lemongrass stalk, finely chopped', '2 garlic cloves, crushed', 'zest and juice 1 lime', '3 tbsp low-sodium soy sauce', 'small bunch coriander, chopped', '1 red chilli, deseeded and chopped', '2 nests medium wheat noodles', '300g pack mixed peppers stir-fry vegetables', 'sweet chilli sauce, to serve (optional)']",https://www.bbcgoodfood.com/recipes/1658643/thai-spiced-turkey-patties-with-noodle-salad,"Treat yourself to this low-fat, healthy Thai dish after a hard day's work, it's quick and easy to make",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--776515_11.jpg?itok=EHboF7Fi,15 mins,4
50 mins,thai,['Freezable'], Easy ,"Heat the oil in your largest pan, add the onion and fry for 3 mins to soften. Add the chicken and garlic, and cook until the chicken changes colour.
Add the curry paste, coconut milk, stock, lime leaves and fish sauce, then simmer for 12 mins. Add the chopped onion tops, green beans and bamboo shoots and cook for 4-6 mins, until the beans are just tender.
Meanwhile, put the lime juice and basil in a narrow jug and blitz with a hand blender to make a smooth green paste. Pour into the soup with the sliced spring onion and heat through. Serve with lime wedges for a light lunch or supper or as a make-ahead starter.",Thai green chicken soup,"['2 tbsp sunflower oil', '1 onion, finely chopped', '500g pack skinless chicken thigh fillets, finely chopped', '4 garlic cloves, finely sliced', '285g jar Thai green curry paste', '400ml can coconut milk', '1¾ l chicken stock', '5 kaffir lime leaves', '2 tbsp fish sauce', '1 bunch spring onions, the white sliced on the diagonal and the green finely chopped', '280g pack fine green bean, trimmed and halved', '150g pack bamboo shoot', 'juice 2 limes, plus wedges to serve', 'small bunch basil']",https://www.bbcgoodfood.com/recipes/1511712/thai-green-chicken-soup,Use chicken thighs for this – they are tastier and better value than breasts,//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--699480_11.jpg?itok=C_XMovrJ,15 mins,5
10 mins,turkish,no info, Easy ,"Mix the dough following pack instructions (leave about 2 tbsp of the bread mix in the bag for dusting and rolling out later). Knead for 8-10 mins, then coat the dough in oil, place in a large bowl and cover. Leave to rise until doubled in size. The warmer your kitchen is, the faster it will rise, but generally it should take 1-2 hrs.
Heat oven to 240C/220C fan/gas 9 (or the highest setting). Sprinkle 2 baking trays with a little of the reserved flour and place in the oven to heat up.
Heat the olive oil in a large frying pan until hot. Add the onions and garlic, and cook for a few mins until softened. Add the beef and let it brown for about 5 mins, breaking up the mince as it cooks. Pour off any excess oil. Add the spices, chilli, 2 tbsp of the tomato purée, 5 tbsp of the pomegranate molasses and some seasoning. Cook for 1 min, then remove from the heat.
Divide the dough into 6 balls. Sprinkle the remaining flour over a work surface and roll out the dough, each to about 25cm across. Remove the trays from the oven and place 2 pizza bases on each (you’ll need to cook in batches). Spread the remaining tomato purée on each base. Top with the meat mixture, peppers, feta and pine nuts. Cook for 10 mins or until the bases are cooked through and golden brown around the edges. Drizzle over the remaining pomegranate molasses and serve.",Turkish pizza with spiced pomegranate beef & feta,"['500g pack bread mix', '1 tsp olive oil, plus a little extra for the dough', '2 medium onions, chopped', '2 garlic cloves, chopped', '250g extra-lean minced beef', '2 tsp ground cumin', '2 tsp ground cinnamon', '1 tbsp red chilli flakes', '5 tbsp tomato purée', '6 tbsp pomegranate molasses', '400g jar sweet pickled peppadew peppers, roughly chopped', '50g feta cheese, crumbled', '1 tbsp pine nuts']",https://www.bbcgoodfood.com/recipe/turkish-pizza-spiced-pomegranate-beef-feta,"Homemade pizza always wins over takeaway- try this new topping idea of spiced mince, sweet Peppadew peppers, feta cheese and pine nuts",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/turkishpizza.jpg?itok=vYiF7wHX,15 mins,5
45 mins,turkish,['Freezable'], More effort ,"For the dough, mix the yeast, sugar and 175ml lukewarm water in a small bowl. Stir to dissolve the yeast, then set aside for 10 mins, or until the liquid starts to froth.
Mix the flour with ½ tsp salt in a big bowl. Make a well in the centre, pour in the yeasty mixture and olive oil, and mix to a dough. Knead for 10 mins, then put the dough in a lightly oiled bowl and cover with oiled cling film. Leave somewhere quite warm until doubled in size.
Meanwhile, make the filling. Heat the oil in a frying pan, add the mince and fry, breaking up lumps as you go, until well browned. Stir in the garlic, spices and raisins, and fry for a few more mins, then turn off the heat and stir in the lemon zest, spring onions, pine nuts and seasoning. Set aside to cool a little.
Divide the dough into 4. Working a piece at a time, roll out on a lightly floured surface to 25 x 30cm, without the dough splitting. With a long edge of the pastry laying in front of you, spoon ¼ of the mince on the bottom half – leaving a 2cm border all round. Crumble over ¼ of the feta. Fold the other half of the dough over the filling, folding in and pinching the edges to seal in the lamb. Repeat with the remaining ingredients.
Heat a large frying pan over a high heat and brush the gozleme all over with oil.
Cook in batches for 3-5 mins on each side, or until golden and heated through. Quickly mix the tomato ketchup, pomegranate and onion, and serve with the hot, crispy gozleme.",Spiced lamb & feta gozleme with special tomato sauce,"['7g sachet fast-action dried yeast', '1 tsp golden caster sugar', '250g plain flour', '2 tbsp olive oil', '1 tbsp olive oil, plus extra to finish', '500g pack lamb mince', '2 garlic cloves, crushed', '2 tsp ground cumin', '2 tsp ground coriander', '1 tsp ground cinnamon', '1 tsp mild chilli powder', '50g raisin', 'zest 1 lemon', '3 spring onions, finely sliced', '50g toasted pine nut', '100g feta cheese', '8 tbsp tomato ketchup', '2 tbsp pomegranate molasses', '1 tbsp very finely chopped red onion']",https://www.bbcgoodfood.com/recipes/3158681/spiced-lamb-and-feta-gozleme-with-special-tomato-s,"A savoury Turkish pastry that's actually made with bread. Stuff with lamb, feta, raisins and pine nuts and serve with pomegranate dip",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--1309456_3.jpg?itok=mtsd8kkX,50 mins,5
1 hr,turkish,no info, Easy ,"Heat oven to 190C/170C fan/gas 5. Halve the aubergines lengthways and score the flesh side deeply, brush with a good layer of olive oil and put on a baking sheet. Roast for 20 mins or until the flesh is soft enough to scoop out.
Fry the onion in a little oil until soft, add the garlic and cinnamon and fry for 1 min. Once the aubergines are cool enough to handle, scoop out the centres. Roughly chop the flesh and add it to the onions. Halve the tomatoes, scoop the seeds and juice into a sieve set over a bowl, then chop the flesh. Add the chopped tomatoes to the pan and cook everything for 10 mins until nice and soft. Add a little more oil if you need to. Stir in the parsley, leaving a little for scattering at the end.
Lay the aubergine halves in a baking dish and divide the tomato mixture between them. Pour over the juice from the tomatoes, drizzle with more olive oil and bake for 30 mins until the aubergines have collapsed.
Meanwhile, mix the tzatziki ingredients together and put in a small serving bowl.
Season the lamb with salt, black pepper and a pinch of paprika. Griddle, grill or barbecue for 3 mins on each side or until the fat is nicely browned, then put in a serving dish and squeeze over the lemon halves. Scatter the aubergines with parsley, then serve with the lamb and tzatziki.",Imam bayildi with BBQ lamb & tzatziki,"['3 aubergines', '2 tbsp olive oil, plus extra for brushing', '1 Spanish onion, finely chopped', '2 garlic cloves, crushed', '1 tsp cinnamon', '8 ripe tomatoes, peeled', 'small bunch flat-leaf parsley, chopped', '12 lamb chops or cutlets', 'paprika, for seasoning', '1 lemon, halved', '150g tub Greek yogurt', '½ cucumber, seeds scooped out, grated', '2 tbsp chopped mint']",https://www.bbcgoodfood.com/recipes/681666/imam-bayildi-with-bbq-lamb-and-tzatziki,"There are hundreds of versions of this Turkish aubergine dish. It is authentically quite oily, but reduce the oil if you prefer",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--356518_11.jpg?itok=tT6ASU-F,15 mins,4
25 mins,turkish,"['Vegetarian', 'Gluten-free', 'Healthy']", Easy ,"Heat the oil in a heavy-based frying pan. Stir in the onions, pepper and chillies. Cook until they begin to soften. Add the tomatoes and sugar, mixing well. Cook until the liquid has reduced, season.
Using a wooden spoon, create 4 pockets in the tomato mixture and crack the eggs into them. Cover the pan and cook the eggs over a low heat until just set.
Beat the yogurt with the garlic and season. Sprinkle the menemen with parsley and serve from the frying pan with a dollop of the garlic-flavoured yogurt.",Turkish one-pan eggs & peppers (Menemen),"['2 tbsp olive oil', '2 onions, sliced', '1 red or green pepper, halved deseeded and sliced', '1-2 red chillies, deseeded and sliced', '400g can chopped tomatoes', '1-2 tsp caster sugar', '4 eggs', 'small bunch parsley, roughly chopped', '6 tbsp thick, creamy yogurt', '2 garlic cloves, crushed']",https://www.bbcgoodfood.com/recipes/1263668/turkish-onepan-eggs-and-peppers-menemen,"This gutsy dish is genuine street food and a brilliant family dish for brunch, lunch or supper.",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--1201531_11.jpg?itok=QNKZ0YKw,10 mins,5
30 mins,turkish,['Vegetarian'], Easy ,"Heat 2 tbsp oil in a pan, add the onion and fry until soft and lightly browned, about 10 mins. Add the chilli, ginger and spices and mix well. Stir in the chickpeas, tomatoes and 5 tbsp water, bring to the boil, then simmer for 10 mins. Add a little salt and pepper and the lemon juice.
Arrange the aubergines over a grill pan. Brush lightly with oil, sprinkle with salt and pepper, then grill until golden. Flip them over, brush again with oil, season and grill again until tender and golden.
Mix the yogurt with the garlic, most of the walnuts and coriander and a little salt and pepper. Arrange the aubergine slices over a warm platter and spoon over the chickpea mix. Drizzle with the walnut sauce and scatter with the remaining walnuts and coriander.",Grilled aubergines with spicy chickpeas & walnut sauce,"['4 tbsp olive oil', '1 onion, finely chopped', '1 red chilli, deseeded and finely chopped', '2cm piece ginger, finely chopped', '½ tsp each ground cumin, coriander and cinnamon', '400g can chickpeas, rinsed and drained', '200g tomatoes, chopped', 'juice ½ lemon', '2 aubergines, sliced lengthways', '200g tub Greek-style yogurt', '1 garlic clove, crushed', '25g walnuts, chopped', 'handful coriander leaves, roughly chopped']",https://www.bbcgoodfood.com/recipes/420624/grilled-aubergines-with-spicy-chickpeas-and-walnut,"This vegetarian dish is packed full of great textures and tastes - smoky aubergine, nutty chickpeas and earthy walnuts",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--219528_11.jpg?itok=FULbGu3f,20 mins,5
20 mins,turkish,['Uncooked burgers can be frozen'], Easy ,"Tip the mince into a large bowl (use a clean washing-up bowl if you don’t have anything big enough) with all the other burger ingredients and a good pinch of salt. Roll up your sleeves, get your hands into the mix and squelch everything together through your fingers until completely mixed. Pat the mix into 16 small burgers. These may now be frozen for up to 1 month or chilled up to a day ahead.
To cook, heat grill to its highest setting and lay the burgers in a single layer on a baking tray (you may need to do this in batches, depending on how big your tray is). Grill on the highest shelf for 5-6 mins on each side until browned and cooked through. Pile burgers onto a platter and serve with all the accompaniments, so everyone can construct their own sandwich.",DIY kofta burgers,"['1kg lamb mince', '2 onions, coarsely grated', '1 garlic bulb, broken into cloves and finely chopped or grated', '6 tbsp garam masala', 'bunch coriander, chopped (optional)', '1 tbsp chilli sauce, plus extra to serve', '8 pitta breads', '4 tomatoes, halved and sliced', 'half a red cabbage, shredded', '1 red onion, sliced (optional)', 'small pot plain yogurt']",https://www.bbcgoodfood.com/recipes/7736/diy-kofta-burgers,"With these quick, easy and cheap koftas, there's no excuse for hitting the kebab van",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--424790_11.jpg?itok=2-YJ75xG,30 mins,5
8 mins,turkish,no info, Easy ,"Heat a griddle pan. Rub the lamb steaks with the oil, cumin and some seasoning. Griddle for about 3-4 mins on each side or until cooked to your liking. Place to one side on a plate to rest.
In a large bowl, stir the sugar into the vinegar until dissolved. Add the carrots, spring onions, cabbage and some seasoning, and toss together.
Blitz the whole peppers and the mayo in a food processor. Add a heap of the salad to each flatbread. Slice the lamb, trimming off any excess fat and lay on top of the salad, drizzling with the resting juices. Spoon over the mayo and scatter with a few of the sliced peppers. Roll up and eat. If using pitta, split and stuff. Serve any extra salad on the side.",Hot cumin lamb wrap with crunchy slaw & spicy mayo,"['4 small lamb leg steaks', '2 tsp olive oil', '1 heaped tsp ground cumin', '1 tbsp sugar', '3 tbsp white wine vinegar', '2 carrots, coarsely grated', '2 spring onions, finely sliced', '400g/14oz white cabbage, very finely sliced', '5 sweet peppadew peppers, 2 roughly sliced', '3 tbsp mayonnaise', '4 large pitta or flatbreads, warmed']",https://www.bbcgoodfood.com/recipes/2320650/hot-cumin-lamb-wrap-with-crunchy-slaw-and-spicy-ma,A healthy kebab flatbread - make double the cabbage and carrot coleslaw and have leftovers for lunch,//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--1031455_10.jpg?itok=p1V85NpM,10 mins,5
30 mins,turkish,['Healthy'], Easy ,"Heat grill to very hot. Slice the aubergines in half lengthways, then grill for 25 mins, turning occasionally, until soft – the skin will remain firm, but the flesh will soften. Lift the aubergines off the grill and leave until cool enough to handle.
Using a sharp knife, score the grilled flesh and scoop out the flesh with a spoon. Tip into a bowl and mash with a fork until you get a thick pulp. Beat in the lemon juice and garlic. Add the yogurt and dill, and season. Serve while still warm.",Smoked aubergine purée,"['2 medium aubergines', 'juice 1 lemon', '2-3 garlic cloves, crushed', '150ml pot thick yogurt', 'small bunch dill, leaves chopped']",https://www.bbcgoodfood.com/recipes/1504/smoked-aubergine-pure,This is great served with grilled meat or chicken and also makes a simple lunch for vegetarians,//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--1039_11.jpg?itok=x8RD93sK,5 mins,4
4 hrs,turkish,no info, Easy ,"Put the lamb into a large food bag with all the juice and marinate overnight.
The next day, take the lamb out of the fridge 1 hr before you want to cook it. Heat oven to 220C/200C fan/gas 7. Take the lamb out of the marinade (reserve remaining marinade) and pat dry. Rub with half the oil and roast for 15-20 mins until browned. Remove lamb and reduce oven to 160C/140C fan/gas 3.
Mix the zests, remaining oil, honey, spices and garlic with plenty of seasoning. Lay a large sheet of baking parchment on a large sheet of foil. Sit the lamb leg on top, rub all over with the paste and pull up the sides of the foil. Drizzle marinade into base, and scrunch foil to seal.
Roast for 4 hrs, until very tender. Rest, still wrapped, for 30 mins. Unwrap and serve with juices.","Slow-roast lamb with cinnamon, fennel & citrus","['1 leg of lamb', 'zest and juice 1 lemon and 1 orange', '4 tbsp olive oil', '2 tbsp clear honey', '1 tbsp each of cinnamon, fennel seeds, ground cumin', '3 garlic cloves, crushed']",https://www.bbcgoodfood.com/recipes/1108644/slowroast-lamb-with-cinnamon-fennel-and-citrus,"For lamb that will melt in your mouth and surprise your palate, follow Sarah Cook's easy recipe",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--523511_11.jpg?itok=n7NjOvn9,15 mins,5
50 mins,turkish,no info, Easy ,"Using a pair of sharp kitchen scissors, cut each wing at the knuckle into two pieces. Mix the garlic, lemon zest and juice, cumin and oil with plenty of seasoning, then tip into a dish with the chicken wings and toss to coat. Cover and put in the fridge to marinate for at least 1 hr, or overnight if you have time.
Heat oven to 200C/180C fan/gas 6, or heat an outdoor barbecue. Bake the chicken wings on an oven tray for 45-50 mins until crisp, or barbecue for 20 mins, drizzling over the honey for the final 10 mins of each method. Serve on a platter with plenty of paper napkins. Fill small bowls with olives, pistachios or almonds, dates and pickled chillies and flatbreads to serve alongside, along with the dishes below.","Chicken wings with cumin, lemon & garlic","['12 chicken wings', '2 garlic cloves, crushed', 'zest and juice 1 lemon', '1 tsp cumin seed', '2 tbsp olive oil', '1 tbsp honey']",https://www.bbcgoodfood.com/recipes/634633/chicken-wings-with-cumin-lemon-and-garlic,Pick up a few extras from the deli and turn this into a Middle Eastern mezze spread to share with friends,//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--327675_12.jpg?itok=Tff7Qhln,10 mins,5
5 mins,turkish,no info, Easy ,"Boil a kettle. Break the jelly cubes into a jug, pour over 100ml boiling water and stir to dissolve. Gently warm the cream in a small pan, then remove from the heat and pour in the jelly mixture. Stir in the rose water, then tip the mixture back into your jug. Divide the jelly between 6 small glasses and chill for 2 hrs or until set. Can be made 1 day ahead.
Remove the jellies from the fridge about 20 mins before serving. Divide the raspberries between them, then add a drizzle of honey, a few mint leaves and a sprinkling of pistachios to each.",Rose cream & raspberry jellies,"['135g pack raspberry jelly', '500ml double cream', '1 tsp rosewater', '12 raspberries, halved', 'drizzle of clear honey', 'small handful mint leaves', '1 tbsp pistachio, chopped']",https://www.bbcgoodfood.com/recipes/2837674/rose-cream-and-raspberry-jellies,"With all the flavours of Turkish delight, these fragrant Middle Eastern-style puddings make a light finish to an entertaining menu",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--1173673_10.jpg?itok=E8kSGwg-,10 mins,4
30 mins,turkish,no info, Easy ,"Dry-fry the pine nuts or almonds in a large pan until lightly toasted, then tip onto a plate. Add the oil to the pan, then fry the onion and cinnamon together until starting to turn golden. Turn up the heat, stir in the lamb, fry until the meat changes colour, then tip in the rice and cook for 1 min, stirring all the time.
Pour in 500ml boiling water, crumble in the stock cube, add the apricots, then season to taste. Turn the heat down, cover and simmer for 12 mins until the rice is tender and the stock has been absorbed. Toss in the pine nuts and mint and serve.",Turkish lamb pilau,"['small handful pine nuts or flaked almonds', '1 tbsp olive oil', '1 large onion, halved and sliced', '2 cinnamon sticks, broken in half', '500g lean lamb neck fillet, cubed', '250g basmati rice', '1 lamb or vegetable stock cube', '12 ready-to-eat dried apricots', 'handful fresh mint leaves, roughly chopped']",https://www.bbcgoodfood.com/recipes/1944/turkish-lamb-pilau,"Serve up a basmati rice one pot flavoured with cinnamon, mint and apricot, studded with tender lamb",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--1069491_11.jpg?itok=bILjdz8R,none,4
15 mins,turkish,['Freezable'], Easy ,"You need 15 skewers: if wooden, soak in water for 10 mins. Cut chicken into 3cm pieces and place in a bowl. Add 1 tbsp olive oil, the spices, garlic and vinegar, toss well and season. You can do this up to a day before and refrigerate.
Thread 2-3 pieces on each skewer. Pour remaining oil in a frying pan or rub onto a griddle pan. Get the pan hot and sear the chicken for 3-4 mins on each side – you may have to do this in batches, keeping the cooked skewers warm in a low oven. Serve with smoky aïoli if you like.",Smoky chicken skewers,"['6 boneless, skinless chicken thighs (about 500g/1lb 2oz)', '2 tbsp olive oil', '1 tsp fennel seed, crushed', '1 tsp ground cumin', '1 tsp sweet smoked paprika (pimenton)', '1 garlic clove, crushed', '1 tsp red wine vinegar', 'smoky aïoli, to serve (see tips below)']",https://www.bbcgoodfood.com/recipes/2138653/smoky-chicken-skewers,"A tapas-style canapé of marinated and grilled chicken kebabs, best served with smoked garlic mayonnaise dip",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--954475_11.jpg?itok=Bwaen5vx,15 mins,5
6 mins,turkish,"['Freeze before cooking', 'Healthy']", Easy ,"Put the garlic in a bowl with the ginger, lemon juice, oil, spices and seasoning. Blitz with a hand blender until smooth, then use to coat the lamb chops on both sides. Leave to marinate in the fridge for a couple of hours or overnight.
Heat a barbecue until hot. Barbecue the chops over the coals for 3 mins on each side until cooked but still pink and juicy in the centre.",Chilli ginger lamb chops,"['4 garlic cloves, crushed', '1 tbsp grated ginger', '1 tbsp lemon juice', '1 tbsp olive oil', '½ tsp chilli powder', '1 tsp cumin', '8 lamb chops']",https://www.bbcgoodfood.com/recipes/2360649/chilli-ginger-lamb-chops,"Marinate your chops with ginger, lemon, chilli and cumin then chargrill until juicy in the middle",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--1036499_11.jpg?itok=x89qTgqt,10 mins,5
