cook-time,diet,difficulty,directions,dish-name,ingredients,link,description,picture,prep-time,rating
45 mins,"['Healthy', 'Vegetarian']", Easy ,"Heat oven to 220C/200C fan/gas 7. Arrange the aubergine slices on a large baking sheet in a single layer. Mix the tablespoon of rapeseed oil with the thyme and garlic, brush over the aubergine and bake for 40-45 mins until the aubergines are tender when tested with a knife.
Meanwhile, heat the remaining oil in a non-stick pan and fry the pepper and leeks for 5 mins until softened. Add the almonds and cook for 5 mins more. Tip in the tomato purée, 5 tbsp water, the bouillon powder and vinegar and cook briefly to warm the mixture through.",Garlicky aubergine steaks with romesco sauce,"['2 small aubergines, cut into thick steaks', '1 tbsp rapeseed oil, plus 2 tsp', '1 tbsp fresh thyme leaves', '2 large garlic cloves, finely grated', '½ lemon', '1 large red pepper, deseeded and sliced', '2 leeks, well washed and thinly sliced', '2 tbsp flaked almonds', '1 tbsp tomato purée', '¼ tsp vegetable bouillon powder', '1 tsp apple cider vinegar', '100g bag rocket', 'extra virgin olive oil, for drizzling (optional)']",https://www.bbcgoodfood.com/recipes/garlicky-aubergine-seeks-romesco-sauce,Roasted aubergine goes really well with the Spanish-style romesco sauce made from peppers and almonds. This simple low-calorie recipe is 4 of your 5-a-day,//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe/recipe-image/2016/12/aubergine-steaks.jpg?itok=XhLTc-DG,10 mins,3
25 mins,"['Freezable', 'Healthy', 'Vegetarian']", Easy ,"Heat the oil in a large frying pan add the onion and garlic and stir-fry briefly to soften them a little. Add the spices, then pour in the tomatoes with 1 can of water then stir in the chopped lemon zest, tomato purée, olives and bouillon powder. Add the carrots and cauliflower to the pan then cover and cook for 15 mins until they are just tender. Stir in the lentils with the liquid from the can and the coriander.
While the tagine is cooking, cook the bulgur following pack instructions. If you're doing the Healthy Diet Plan, serve half with half of the tagine and chill the remainder for another night.","Cauliflower, olive & lentil tagine","['1 tbsp rapeseed oil', '1 large onion, finely chopped', '2 garlic cloves, finely chopped', '1 tbsp chilli powder', '1 tsp ground cumin', '2 tsp ground coriander', '400g can chopped tomatoes', '1 lemon, zest removed with a potato peeler then chopped', '2 tbsp tomato purée', '12 Kalamata olives, halved', '1 tbsp vegetable bouillon powder', '4 large carrots, cut into batons', '1 small cauliflower, cut into florets', '400g can green lentils', '⅓ small pack fresh coriander, chopped', '200g bulgur wheat']",https://www.bbcgoodfood.com/recipes/cauliflower-olive-lentil-tagine,"Packed with veg, this provides an amazing 4 of your 5-a-day. If you're not a fan of bulgur, swap it for brown rice or a wholewheat version of couscous",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe/recipe-image/2016/12/veg-tagine.jpg?itok=MKoHu0Er,15 mins,3
35 mins,"['Healthy', 'Vegetarian']", Easy ,"Heat oven to 200C/180C fan/ gas 6 and snap the stalks from the mushrooms. Put the stalks in a large, shallow ovenproof dish along with the caps, turned upside down. Brush the caps with the oil and bake in the oven for 15 mins.
Meanwhile, boil the bulghar for 8 mins, then drain and toss with the garlic, feta, rosemary, walnuts and parsley (if using).
Take the mushrooms from the oven and turn the caps round the other way. Roughly chop the stalks, add to the bulghar mixture and pile it on top of the mushroom caps. Return to the oven for 10 mins while you make the slaw.
Put all the slaw ingredients in a bowl and toss well. Serve half with the mushrooms and chill the rest to serve for lunch with the Masala omelette muffins (see goes well with) another day.",Feta-stuffed mushrooms with mustard slaw,"['4 large Portobello mushrooms, each about 10cm across', '1-2 tsp rapeseed oil', '100g bulghar wheat', '2 garlic cloves, finely grated', '50g feta, crumbled', '2 tsp finely chopped rosemary leaves', '6 walnut halves, roughly broken', '2 tbsp chopped parsley (optional)', '2 carrots, coarsely grated', '1 red onion, finely sliced', '200g red cabbage, finely shredded', '40g raisins', '1 tbsp rapeseed oil', '1 tbsp apple cider vinegar', '1 tsp English mustard powder', '4 tbsp four-seed mix (sesame, sunflower, golden linseed and pumpkin)']",https://www.bbcgoodfood.com/recipes/feta-stuffed-mushrooms-mustard-slaw,"This healthy vegetarian supper has it all: meaty mushrooms, crumbly feta, a simple slaw and it's 3 of your 5-a-day. It's packed with wholegrain goodness too",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe/recipe-image/2016/12/wdp-dinner-bakedmushrooms_02064.jpg?itok=cZ_TOmIi,20 mins,3
45 mins,"['Freezable', 'Vegetarian', 'Vegan']", Easy ,"Heat oven to 200C/180C fan/gas 6. Toss the aubergines in a roasting tin with 2 tbsp olive oil, season well and spread out. Roast for 20 mins or until dark golden and soft.
Heat the remaining oil in an ovenproof pan or flameproof casserole dish and cook the onions over a medium heat for 5-6 mins until softening. Stir in the garlic and spices, for a few mins until the spices release their aromas.
Tip in the tomatoes, coconut milk and roasted aubergines, and bring to a gentle simmer. Simmer for 20-25 mins, removing the lid for the final 5 mins to thicken the sauce. Add a little seasoning if you like, and a pinch of sugar if it needs it. Stir through most of the coriander. Serve over rice or with chapatis, scattering with the remaining coriander.",Roasted aubergine & tomato curry,"['600g baby aubergines, sliced into rounds', '3 tbsp olive oil', '2 onions, finely sliced', '2 garlic cloves, crushed', '1 tsp garam masala', '1 tsp turmeric', '1 tsp ground coriander', '400ml can chopped tomatoes', '400ml can coconut milk', 'pinch of sugar (optional)', '½ small pack coriander, roughly chopped', 'rice or chapatis, to serve']",https://www.bbcgoodfood.com/recipes/roasted-aubergine-tomato-curry,"Slightly sweet with added richness from the coconut milk, this simple vegan curry is a winner. It's also freezable if you need a quick midweek fix",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe/recipe-image/2016/11/roasted-aubergine-tomato-curry.jpg?itok=dtLCwgP5,15 mins,5
1 hr,"['Freezable', 'Healthy', 'Gluten-free', 'Vegetarian']", Easy ,"Put the onions, celery and chopped peppers with the oil in your largest flameproof casserole dish or heavy-based saucepan, and fry gently over a low heat until soft but not coloured.
Drain both jars of peppers over a bowl to catch the juices. Put a quarter of the peppers into a food processor with the chipotle paste, vinegar, cocoa, dried spices and herbs. Whizz to a purée, then stir into the softened veg and cook for a few mins.
Add the tomatoes and refried beans with 1 can water and the reserved pepper juice. Simmer for 1 hr until thickened, smoky and the tomato chunks have broken down to a smoother sauce.
At this stage you can cool and chill the sauce if making ahead. Otherwise add the kidney and black beans, and the remaining roasted peppers, cut into bite-sized pieces, then reheat. (This makes a large batch, so once the sauce is ready it might be easier to split it between two pans when you add the beans and peppers.) Once bubbling and the beans are hot, season to taste and serve.",Double bean & roasted pepper chilli,"['2 onions, chopped', '2 celery sticks, finely chopped', '2 yellow or orange peppers, finely chopped', '2 tbsp sunflower oil or rapeseed oil', '2 x 460g jars roasted red peppers', '2 tsp chipotle paste', '2 tbsp red wine vinegar', '1 tbsp cocoa powder', '1 tbsp dried oregano', '1 tbsp sweet smoked paprika', '2 tbsp ground cumin', '1 tsp ground cinnamon', '2 x 400g cans chopped tomatoes', '400g can refried beans', '3 x 400g cans kidney beans, drained and rinsed', '2 x 400g cans black beans, drained and rinsed']",https://www.bbcgoodfood.com/recipes/double-bean-roasted-pepper-chilli,"This warming vegetarian chilli is a low-fat, healthy option that packs in the veggies and flavour. Serve with Tabasco sauce, soured cream or yogurt",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe/recipe-image/2016/11/chilli.jpg?itok=WBfgJnpV,30 mins,5
6 hrs,"['Gluten-free', 'Vegetarian', 'Vegan']", More effort ,"Heat 1 tbsp olive oil in a large non-stick frying pan and add the onion. Fry gently for 10 mins until soft then add the garlic and grate the ginger straight into the pan. Stir in the paprika and the cayenne and cook for another minute then tip into the slow cooker.
Return the pan to the heat and add another 1 tbsp oil along with the chilli, red pepper and shredded cabbage. Cook for 4-5 mins then tip into the slow cooker.
Use the remaining oil to fry the sweet potatoes, you may have to do this in 2 or 3 batches depending on the size of your pan. Cook the sweet potatoes for around 5 mins or just until they start to pick up some colour at the edges then put them in the slow cooker too.
Pour the passata and the coconut milk over the sweet potatoes, stir to mix everything together and cover the slow cooker with a lid and cook for 6-8hrs or until the sweet potatoes are tender.
Stir the peanut butter through the curry, season well with salt and pepper and serve with couscous and chopped coriander scattered over the top.",Sweet potato & coconut curry,"['4 tbsp olive oil', '2 large onions, halved and sliced', '3 garlic cloves, crushed', 'thumb-sized piece root ginger, peeled', '1 tsp paprika', '½ tsp cayenne', '2 red chillies, deseeded and sliced', '2 red peppers, deseeded and sliced', '250g red cabbage, shredded', '1kg sweet potatoes, peeled and chopped into chunks', '300g passata', '400ml coconut milk', '2 tbsp peanut butter', 'small bunch fresh coriander, chopped', 'cooked couscous (or gluten-free alternative)']",https://www.bbcgoodfood.com/recipes/sweet-potato-coconut-curry,Prep your veggies and let the slow cooker do the work with our filling sweet potato curry,//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe/recipe-image/2016/10/curry.jpg?itok=uUvf1uU5,20 mins,4
35 mins,"['before baking', 'Healthy', 'Vegetarian', 'Vegan']", Easy ,"Heat oven to 200C/180C fan/gas 6. Heat half the oil in a medium saucepan. Fry the onion for 3 mins, then add the mushrooms. Cook for another 3 mins, then increase the heat and add the garlic, ground cumin and paprika, and cook for 1 min. Remove from the heat and add the lentils, soy sauce, balsamic vinegar and 100ml water. Season, then tip the mixture into a casserole dish.
Rinse the saucepan and return to the hob. Add a kettle full of boiled water and bring back to the boil over a high heat. Add the potato slices, cook for 3 mins, then drain. Arrange on top of the lentils, then brush with the remaining oil. Roast in the oven for 25 mins until the potatoes are golden, then scatter over the thyme before serving.",Spiced mushroom & lentil hotpot,"['2 tbsp olive oil', '1 medium onion, sliced', '300g mini Portobello mushrooms or chestnut mushrooms, sliced', '2 garlic cloves, crushed', '1 ½ tsp ground cumin', '1 tsp smoked paprika', '2 x 400g cans green lentils, drained and rinsed (drained weight 240g)', '1 tbsp soy sauce', '1 tbsp balsamic vinegar', '1 medium sweet potato, peeled and very thinly sliced', '1 large potato, very thinly sliced', '1 thyme sprig, leaves picked']",https://www.bbcgoodfood.com/recipes/spiced-mushroom-lentil-hotpot,"A vegan winter warmer the whole family will love - this healthy potato-topped bake is low in calories and fat, high in fibre and 3 of your 5-a-day",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe/recipe-image/2016/09/li-3550543eatwell_45_mush.jpg?itok=gOZusQcz,10 mins,3
10 mins,['Vegetarian'], Easy ,"Bring a large pan of water to the boil and cook the gnocchi following pack instructions. When they float to the top of the pan, they are ready. Drain and set aside.
Meanwhile, heat the oil and butter in a large lidded frying pan. Add the onion and mushrooms, cook for 1 min over a high heat, then turn down the heat to medium, put the lid on and cook for 5 mins, stirring a few times.
Remove the lid and add the garlic, cook for 1-2 mins, then stir the gnocchi into the pan. Scatter over blobs of cheese and the parsley.",Gnocchi with mushrooms & blue cheese,"['2 x 400g packs fresh gnocchi', '1 tbsp olive oil', 'knob of butter', '1 large onion, roughly chopped', '500g small Forestière or Portobello mushrooms, sliced', '2 large garlic cloves, chopped', '150g pack creamy blue cheese (we used Danish blue)', 'small pack parsley, chopped']",https://www.bbcgoodfood.com/recipes/gnocchi-mushrooms-blue-cheese,"Soft, creamy goat's cheese or a deliciously strong blue cheese both work well in this easy veggie supper that's on the table in just 20 minutes",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe/recipe-image/2016/08/gnocchi-with-mushrooms.jpg?itok=liX90eix,10 mins,4
30 mins,"['Healthy', 'Vegetarian']", Easy ,"Heat oven to 180C/160C fan/gas 4. Put the bread on a baking tray with the caraway seeds, half the oil and some sea salt, and bake for 10-15 mins or until golden and crisp. Set aside.
Meanwhile, heat the remaining oil in a large saucepan over a medium heat. Add the garlic, carrot and potato and cook for 5 mins, stirring frequently, until a little softened.
Add the stock, tomatoes, sugar, bouquet garni, celery and seasoning and bring to a rolling boil. Reduce the heat, simmer for 10 mins, then add the cauliflower and cabbage. Cook for 15 mins until the veg is tender.
Stir in the Worcestershire sauce and mushroom ketchup. Remove the bouquet garni and serve the soup in bowls with the caraway croutons.",Mumsy's vegetable soup,"['200g sourdough bread, cut into croutons', '1 tbsp caraway seeds', '3 tbsp olive oil', '1 garlic clove, chopped', '1 carrot, chopped', '1 potato, chopped', '600ml vegetable stock (we use bouillon)', '100g cherry tomatoes, halved', '400g can chopped tomatoes', 'pinch of golden caster sugar', '1 bouquet garni (2 bay leaves, 1 rosemary sprig and 2 thyme sprigs tied together with string)', '1 celery stick, chopped', '200g cauliflower, cut into florets', '150g white cabbage, shredded', '1 tsp Worcestershire sauce', '2 tsp mushroom ketchup']",https://www.bbcgoodfood.com/recipes/mumsys-vegetable-soup,"This warming vegetable soup, from Great British Bake Off host Mel, is a traditional family recipe that packs in fresh veg and spices, making a healthy supper",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe/recipe-image/2016/08/mumsys-vegetable-soup.jpg?itok=h-ZEpWpQ,10 mins,5
30 mins,"['Gluten-free', 'Vegetarian']", Easy ,"Mix all the ingredients for the buraczki together in a bowl with some seasoning, then set aside.
Melt 15g of the butter in a sauté pan over a medium heat. Add the shallot and a pinch of salt and cook for 8 mins until softened but not coloured, stirring occasionally. Stir in the garlic and bay leaf, cook for 1 min more, then tip in the buckwheat. Toast the grain for 1 min then pour in the wine. Once the wine has nearly reduced, add some of the mushroom liquor and stir until absorbed.
Continue to gradually add the liquor and stir occasionally until all the liquor has been used and the buckwheat is tender but with a slight bite. This will take 20 mins.
Meanwhile, heat the remaining butter in a frying pan over a high heat. Add the mushrooms and fry for 5 mins until all the liquid has evaporated and they are golden. Don’t worry if the butter goes brown – this adds a welcome nutty taste.
Add the mushrooms to the risotto, give it a good stir and season to taste. Serve in bowls topped with the buraczki and some dill fronds.",Mushroom buckwheat risotto,"['45g butter', '1 banana shallot, finely chopped', '2 big garlic cloves, finely chopped', '1 bay leaf', '300g buckwheat', '150ml white wine', '15g dried porcini mushrooms soaked in 800ml water, drained, liquid reserved and mushrooms chopped', '200g Portobello mushrooms, sliced', '250g chestnut mushrooms, sliced', '200g cooked beetroot, grated', '100ml crème fraîche', '1 tbsp creamed horseradish', '½ small pack dill, leaves chopped, plus some fronds to serve', 'juice ½ lemon']",https://www.bbcgoodfood.com/recipes/mushroom-buckwheat-risotto,"A filling veggie risotto using buckwheat and porcini mushrooms for a rich, earthy flavour",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe/recipe-image/2016/08/mushroom-buckwheat-risotto.jpg?itok=LjOtIU_B,15 mins,3
8 hrs,"['Gluten-free', 'Vegetarian']", Easy ,"Pour half of the olive oil into the slow cooker and put the onions and crushed garlic on top. Slice the aubergines into 1cm thick slices lengthways and brush with the remaining olive oil. Put them into the slow cooker on top of the onions and nestle the tomatoes, fennel slices and sundried tomatoes in and around the aubergines. Sprinkle the coriander seeds over the top then season everything well with salt and pepper.
Cook on low for 6-8 hours or until the aubergines are soft. Once cooked put all the dressing ingredients into the bowl of a mini food processor and blitz until smooth.
Transfer the cooked vegetables to a serving platter using a slotted spoon and drizzle over the herby dressing. Top with crumbled feta cheese, flaked almonds and serve with some crusty bread on the side.",Slow cooker aubergines,"['4 tbsp olive oil', '1 red onion, sliced', '2 garlic cloves, crushed', '500g aubergines', '300g ripe tomatoes, quartered', '1 small fennel bulb, sliced', '50g sundried tomatoes', '1 tsp coriander seeds', 'small bunch flat leaf parsley, roughly chopped', 'small bunch basil, roughly chopped', 'small bunch chives, roughly chopped', '2 tbsp olive oil', 'juice 1 lemon', '2 tsp capers', '100g feta cheese', '50g toasted flaked almonds', 'crusty bread (choose gluten-free if required)']",https://www.bbcgoodfood.com/recipes/slow-cooker-aubergines,"An easy vegetarian slow cooker recipe, packed with summer flavours - ideal if you're busy, simply put it on in the morning and it'll be ready come supper time",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe/recipe-image/2016/08/aubergine-salad.jpg?itok=6_bi3Kab,15 mins,4
1 hr,"['Healthy', 'Gluten-free', 'Vegetarian']", Easy ,"Heat the oil in a large flameproof casserole dish or a cast-iron skillet over a low heat. Add the onions and a sprinkle of salt, cover and cook gently for 15 mins, stirring occasionally. Add the garlic and cook for another 2 mins.
Next, throw in the peppers and cook over a medium heat, covered, for about 5 mins, stirring every so often, until the peppers are just tender.
Mix in the oregano, thyme, bay leaves, some black pepper and a little salt, if needed. Tip in the courgettes and aubergine, combine thoroughly, and cook over a medium heat, covered, for 10 mins. Stir in the tomatoes, cover and cook for 20 mins, stirring occasionally.
Carefully crack the eggs over the pisto – try not to break the yolks. Cook in the sauce on a medium heat for 5-6 mins until the eggs are cooked through but still a little soft, then scatter with parsley before serving",Pisto con huevos,"['2 tbsp olive oil', '2 onions, finely chopped', '4 garlic cloves, finely chopped', '5 mixed peppers, chopped into chunks', '1 heaped tsp dried oregano', 'a few thyme sprigs, leaves picked', '4 bay leaves', '2 courgettes, chopped into chunks', '1 aubergine, chopped into chunks', '4 large tomatoes, roughly chopped', '4 large eggs', '½ small pack parsley, leaves roughly chopped']",https://www.bbcgoodfood.com/recipes/pisto-con-huevos,This traditional Spanish take on ratatouille uses delicious seasonal ingredients. Serve with country-style bread and fruity red wine,//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe/recipe-image/2016/07/pisto-con-huevos.jpg?itok=UMOoNcFG,20 mins,3
40 mins,"['Freezable', 'Vegetarian']", Easy ,"Heat the grill to its highest setting. In a flameproof casserole dish or metal frying pan, melt the butter and fry the garlic for 2 mins. Add the spinach and cook until it wilts, about 2 mins. Pour in the milk and beer and bring to a gentle bubble. Add the macaroni and stir intermittently for around 20 mins until the pasta is cooked and covered in sauce.
Stir in the cheddar and half the mozzarella. When it starts to melt, sprinkle the remaining mozzarella on top and put it in the oven for around 7-10 mins or until browned on top and sensational underneath.",Beer mac 'n' cheese,"['50g butter', '2 garlic cloves, grated', '50g spinach', '500ml milk', '250ml pale ale', '220g macaroni', '100g cheddar, grated', '200g mozzarella, grated']",https://www.bbcgoodfood.com/recipes/beer-mac-n-cheese,"A staple of Manhattan's East Village, Emma Freud's cheddar and pale ale pasta dish is the ultimate comfort food",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe/recipe-image/2016/07/beer-mac-n-cheese.jpg?itok=jqWnZoFx,5 mins,4
40 mins,['Vegetarian'], Easy ,"Melt the butter in a deep frying pan. Add the onion and fry gently until softened for about 8 mins, then add the garlic and stir for 1 min. Stir in the rice to coat it in the buttery onions and garlic for 1-2 mins.
Dissolve the stock cube in 1 litre of boiling water, then add a ladle of the stock to the rice, along with the lemon juice and thyme. Bubble over a medium heat, stirring constantly. When almost all the liquid has been absorbed, add another ladle of stock and keep stirring. Tip in the courgette and keep adding the stock, stirring every now and then until the rice is just tender and creamy.
To serve, stir in some seasoning, the lemon zest, Parmesan and crème fraîche.",Courgette & lemon risotto,"['50g butter', '1 onion, finely chopped', '1 large garlic clove, crushed', '180g risotto rice', '1 vegetable stock cube', 'zest and juice 1 lemon', '2 lemon thyme sprigs', '250g courgette, diced', '50g parmesan (or vegetarian alternative), grated', '2 tbsp crème fraîche']",https://www.bbcgoodfood.com/recipes/courgette-lemon-risotto,"An easy vegetarian one-pot risotto - simply stir in your seasonal veg, simmer and enjoy",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe/recipe-image/2016/07/courgette-lemon-risotto.jpg?itok=1d6WXAts,10 mins,5
1 hr,"['Healthy', 'Vegetarian']", Easy ,"Heat oven to 180C/160C fan/gas 4. Heat 11 /2 tbsp of olive oil in a frying pan and cook the aubergines in batches, browning on both sides, then lower the heat and cook until they are soft. You will need to add more olive oil as you cook, but try not to add too much. (Roast the aubergines if you prefer – brush them with olive oil, place on baking sheets and cook for about 15 mins. I just like the texture better if they are fried for this.) Season them while they’re cooking. As each batch is ready, remove from the pan and lay them on a double layer of kitchen paper.
Heat another 1 tbsp of oil in the pan and add the onions. Cook over a medium heat until softening, about 10-12 mins, then add the garlic and cook for another few mins.
Slice the potatoes very, very finely. It’s best to do this on a mandolin if you have one – it takes more work (and a lot more time) to cut them with a knife.
Brush the bottom of a gratin dish with olive oil, and arrange the vegetables in layers. Start with half the potatoes, then half the aubergine, onions and tomatoes. Sprinkle the thyme, lemon zest, goat’s cheese, olives and seasoning, along with little drizzles of olive oil on the layers as you go. Add another layer of aubergine, onions and tomatoes, again adding the other ingredients as you go. Finish with the rest of the potatoes, arranging them neatly on top. Brush with olive oil and bake for 45 mins. The gratin should be soft, the potatoes tender and the top golden.","Aubergine, potato & goat's cheese gratin","['olive oil', '3 aubergines, sliced thinly lengthways', '2 medium red onions, very thinly sliced', '2 garlic cloves, crushed', '500g waxy potatoes', '5 large plum tomatoes, thinly sliced', '4 lemon thyme sprigs, leaves picked', 'zest ½ unwaxed lemon', ""175g soft goat's cheese, crumbled"", '100g good-quality black olives, pitted and chopped']",https://www.bbcgoodfood.com/recipes/aubergine-potato-goats-cheese-gratin,This healthy aubergine gratin makes a moreish side dish with lamb but can be eaten veggie as well,//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe/recipe-image/2016/07/aubergine-potato-goats-cheese-gratin.jpg?itok=dQqCegGE,15 mins,4
30 mins,"['Vegetarian', 'Vegan']", Easy ,"Heat oven to 200C/180C fan/ gas 6. Cook the vegetables in a casserole dish for 15 mins. Tip in the beans and tomatoes, season, and cook for another 10-15 mins until piping hot. Heat the pouch in the microwave on High for 1 min and serve with the chilli.",Vegetarian chilli,"['400g pack oven-roasted vegetables', '1 can kidney beans in chilli sauce', '1 can chopped tomatoes', '1 ready-to-eat mixed grain pouch']",https://www.bbcgoodfood.com/recipes/veggie-chilli,"The easiest chilli you'll ever make, with ready-to-eat grains, kidney beans in chilli sauce and summer veggies - it's 4 of your 5-a-day too!",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe/recipe-image/2016/06/veggie-chilli.jpg?itok=qvb6j2i4,2 mins,4
45 mins,"['Gluten-free', 'Vegetarian', 'Vegan']", Easy ,"Bring a large pan of salted water to the boil and add the buckwheat. Cook for 10-12 mins until tender but with a little bite, then drain and set aside.
Heat 2 tbsp of olive oil in a medium frying pan over a medium heat. Add the onions and cook for 5-7 mins or until beginning to soften. Tip in the garlic and za’atar, and cook for a further 1 min. Stir in the sugar, cook for 3 mins more, then stir in the red wine vinegar. Tip the caramelised onions into the buckwheat and combine well. Add the remaining olive oil, the nuts, dates and half the parsley, then season well.
Wrap the peppers in foil parcels and put on the barbecue for 20 mins, turning every so often. (Alternatively, put the peppers on a baking tray and cook in the oven for 20 mins at 200C/180C fan/gas 6 – but don’t use foil as you want them to get some colour.)
Remove the foil and slice the top off each pepper, being careful not to cut all the way through. Remove the seeds and fill with the buckwheat mixture. Serve garnished with the remaining parsley.",Salad-stuffed blackened peppers,"['120g buckwheat', '4 tbsp olive oil', '2 medium red onions, sliced', '1 small garlic clove, crushed', ""1 ½ tsp za'atar (or use a mixture of cumin and coriander)"", '1 tbsp light brown soft sugar', '2 tbsp red wine vinegar', '20g pistachios, toasted', '20g hazelnuts, toasted and roughly chopped', '3 plump medjool dates, finely chopped', '½ small pack flat-leaf parsley, chopped', '3 large red peppers']",https://www.bbcgoodfood.com/recipes/salad-stuffed-blackened-peppers,"A great vegetarian barbecue option, blackening the skins of these stuffed peppers gives them a delicious smoky flavour. Make the buckwheat salad the day before if you want to get ahead",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe/recipe-image/2016/06/salad-stuffed-blackened-peppers.jpg?itok=CNnpRa8e,10 mins,5
45 mins,"['Gluten-free', 'Vegetarian']", Easy ,"Bring a medium pan of salted water to the boil and add the leeks. Cook for 6-8 mins or until they have a slight bend to them. Drain and set aside.
Heat a large frying pan over a medium-high heat and tip in the quinoa. Toast for 5-6 mins or until lightly browned. Reduce the heat to low and pour in enough water to cover 1cm above the quinoa. Gently simmer for 15 mins, stirring occasionally, until the liquid has been absorbed.
Put the aubergines and leeks directly on the barbecue and brush with oil. Cook for 3-4 mins each side until lightly charred and tender. (Alternatively, brush the aubergines with 1 tbsp oil, put in a really hot griddle pan and cook each side for 3 mins or until lightly charred. Transfer to a plate and set aside. Brush the leeks with 1 tbsp oil and cook on either side for 4-5 mins or until charred. Set aside with the aubergines.) Once cool, cut the leeks in half lengthways.
Combine 3 tbsp of the olive oil with the cider vinegar and half the herbs. Season to taste. Toss the quinoa with the dressing and spoon onto a large plate. Top with the charred aubergines and leeks, and sprinkle over the tomatoes, hazelnuts and cheese. Finish with the reserved herbs and a good glug of the remaining olive oil.",Charred baby aubergine & toasted quinoa salad,"['3 small leeks', '180g quinoa', '4 baby aubergines, each cut into 4 slices', '6 tbsp good-quality olive oil', '2 tbsp cider vinegar', '3 tbsp chopped dill', '½ small pack mint, chopped', '60g semi-dried tomatoes, roughly chopped', '2 tbsp hazelnuts, toasted and crushed', ""150g pack soft herby goat's cheese, crumbled""]",https://www.bbcgoodfood.com/recipes/charred-baby-aubergine-toasted-quinoa-salad,"A fresh summer salad that won't leave the veggies feeling left out come barbecue season. Grilled vegetables, herbs, quinoa and crunchy hazelnuts give a variety of gorgeous textures and flavours",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe/recipe-image/2016/06/charred-baby-aubergine-toasted-quinoa-salad.jpg?itok=-rH5ezBM,15 mins,5
